author,last_updated,title,review,rating,app_version,net_helpfulness,helpfulness_count
143,Virztev,2026-04-02T05:37:16-07:00,New AI slop button,"New AI slop button added to message field in the latest update. “Fast, secure, powerful” with AI? No.",1,12.6.1,0,0
144,Deemoun,2026-04-02T03:21:55-07:00,"Good messenger, but stop adding liquid UI","Liquid glass on iOS18 is such a mess. Tired of it.

The messenger itself is fine, but I don't like the UI changes...",3,12.6,0,0
145,Cadnaanmm,2026-04-02T01:51:18-07:00,1111,11111,4,12.6,0,0
146,baby boy kevin,2026-04-02T01:41:37-07:00,Deactivate,I wanted to Deactivate my telegram account cuz I am having issues with telegram,5,12.6,0,0
147,Sethadocious,2026-04-01T23:24:05-07:00,Added AI,Really relied on this app for communication but they recently added an AI feature with seemingly no way of disabling it.,1,12.6,0,0
148,Alxxxsexxx,2026-04-01T23:09:53-07:00,Почта,Добавьте функцию удаления почты от аккаунта,1,12.6,0,0
149,DrunkenSnep,2026-04-01T22:37:36-07:00,What a disaster,Almost perfect messenger long time ago and a real POS right now,1,12.6,0,0
150,Vadim/K,2026-04-01T22:32:18-07:00,аудиоплейлист,"увижу того, кто сделал такой убогий интерфейс аудиоплейлиста- нах сразу! теперь нужно полностью его листать, чтобы его свернуть, не нажать одной кнопкой как раньше",1,12.6,0,0
151,ferzead,2026-04-01T22:25:19-07:00,Обновления,"Каждое обновление хуже предыдущего, каждый новые интерфейс хуже, последнее обновление музыки просто ужасно, не работает, приходится листать в самый верх списка песен чтобы убрать список",1,12.6,0,0
152,B. Ronald,2026-04-01T21:17:53-07:00,Allow users to disable the new AI Editor - Dark Pattern implementation,"Allow users to disable the new AI Editor - The placement of the button strongly feels like a Dark Pattern. I do not want to use, nor do I ever intend to use, the AI Editor function. I should have the option to outright disable the function, not just “avoid clicking it”. I will change this review once the ability to disable this feature has been implemented.",1,12.6,0,0
153,ex18y,2026-04-01T19:29:27-07:00,"everything is wonderful, but the glass design…","I like everything, the app is cool and has a lot of features. But I don’t like the new Telegram design… in the old one, before the glass designs, it had its own vibe, and now, sorry, but personally I don’t like it at all
but overall, the app is cool

I wish they would at least give a choice to keep the old design or use the new glass one… I don’t like the new keyboard either 😭

BUT STILL, I’LL REPEAT. the app is great, thank",4,12.6,0,0
154,Junk shopping network,2026-04-01T19:09:32-07:00,Trash app,Trash social apps that don't support Chinese,1,12.6,0,0
155,Bankkaylee,2026-04-01T18:54:36-07:00,Telegram,Very good app✨,5,12.6,0,0
156,Makaveli G10,2026-04-01T18:05:16-07:00,Unable to pay for premium subscription,".Unable to pay for premium subscription on my iPhone for days now, please fix that.",2,12.6,0,0
157,Nerdboy40K,2026-04-01T15:26:38-07:00,Do not use Telegram,"Extremely disappointed with the 'shaky' and broken automated moderation on this platform. My fiancée and I have used this app for months of private, respectful, and high-frequency communication regarding our legal international relocation. For no reason, her account was 'Frozen' by a 'primitive' bot that misidentified our legitimate relationship as spam. There is zero human oversight and no immediate way to correct these false flags. If you are using this for Serious personal or professional communication, be warned: their 'Technical Failure' can 'Delete' your primary connection without warning or a manual human review. Moving to WhatsApp permanently where the bridge actually stays Able.""",1,12.6,0,0
158,ебет тебя?,2026-04-01T14:29:25-07:00,Проблемы с плеером,"Когда включаешь аудиофайлы высвечивается плеер который не закрывается обратно) только перезапуск приложения, зато ии впихнули)",1,12.6,0,0
159,mis，eeee,2026-04-01T14:02:10-07:00,The picture quality is very poor now.,"Why can't we directly download videos from the page now? Currently, we have to download videos within the video itself, which is very troublesome. We can't download while watching videos anymore, nor can we download multiple videos at the same time. Moreover, after the update, the video quality is extremely blurry. Please make changes.",1,12.6,0,0
160,Some one 117,2026-04-01T12:52:28-07:00,امتحان,برنامج فاشل كل ما ادخل الكه عدنا امتحان مايكرو,1,12.6,1,1
161,Soli K,2026-04-01T10:38:53-07:00,Gross AI,Get rid of the AI please do not shove it in my face anymore I don’t consent to having that garbage anywhere near my messages,1,12.6,0,0
162,Содаграф,2026-04-01T10:35:14-07:00,Лучший,Лучший мессенджер,5,12.6,0,0
163,запись экоана осень хорошая,2026-04-01T10:16:38-07:00,ААААААА,СВОБОДУ ТЕЛЕГРАММУ НЕТУ БЛОКИРОВОК!!!!,5,12.6,0,0
164,❖ Chechenia,2026-04-01T09:45:54-07:00,⭐️💡📄 Запрос функции: встроенный рендеринг .md файлов в Telegram,"**Проблема**
Telegram воспринимает .md файлы как обычные вложения. Чтобы прочитать README, техническую документацию или заметку, присланную в чат, нужно скачать файл и открыть его в отдельном приложении. Это прерывает рабочий процесс — особенно неудобно на мобильном.

**Что прошу добавить**
Нативный предпросмотр .md файлов с рендерингом Markdown — открывается прямо в Telegram при нажатии на файл, без выхода из приложения.

Предпросмотр должен поддерживать стандартные элементы Markdown:
• Заголовки (# H1, ## H2 и т.д.)
• **Жирный**, *курсив*, ~~зачёркнутый~~
• `Инлайн-код` и блоки кода с подсветкой синтаксиса
• Нумерованные и маркированные списки
• Цитаты
• Гиперссылки
• Горизонтальные разделители

**Предлагаемый UX:**
1. .md файл в чате — отображается с иконкой документа и меткой «Markdown»
2. Нажатие → полноэкранный рендеред-просмотр внутри Telegram
3. Иконка переключения (≡) между отрендеренным и исходным видом
4. Стандартные действия (поделиться, скопировать, скачать) остаются доступны

**Почему именно в Telegram**
Telegram уже парсит и рендерит Markdown в тексте сообщений и Bot API. Движок существует — применить его к предпросмотру .md файлов — это точечное, хорошо ограниченное улучшение, а не новая технология с нуля.

Разработчики, open-source команды, технические писатели и специалисты по документации постоянно делятся .md файлами. Нативная поддержка убрала бы лишнее трение и оставила весь рабочий процесс внутри приложения.

Спасибо, что рассматриваете этот запрос.",5,12.6,0,0
